Country,entry,date
Argentina,49509.0,2012-02-01
Colombia,25868.0,2012-02-01
Spain,32255.0,2012-02-01
Netherlands,36492.0,2012-02-01
Ireland,20483.0,2012-02-01
Sweden,31946.0,2012-02-01
Venezuela,32722.0,2012-02-01
Taiwan,15928.0,2012-02-01
Switzerland,24672.0,2012-02-01
Dominican Republic,13191.0,2012-02-01
Ecuador,17184.0,2012-02-01
Israel,16373.0,2012-02-01
Chile,17713.0,2012-02-01
Denmark,19204.0,2012-02-01
Costa Rica,9281.0,2012-02-01
Philippines,8312.0,2012-02-01
New Zealand,7945.0,2012-02-01
Peru,14577.0,2012-02-01
Belgium,16740.0,2012-02-01
Jamaica,8174.0,2012-02-01
Norway,19063.0,2012-02-01
Bahamas,11767.0,2012-02-01
Guatemala,9646.0,2012-02-01
Russia,13762.0,2012-02-01
Honduras,6837.0,2012-02-01
El Salvador,5234.0,2012-02-01
Poland,6312.0,2012-02-01
Austria,12813.0,2012-02-01
Nigeria,4282.0,2012-02-01
Saudi Arabia,5959.0,2012-02-01
Panama,15375.0,2012-02-01
Trinidad And Tobago,7441.0,2012-02-01
Singapore,8079.0,2012-02-01
Turkey,7975.0,2012-02-01
Hong Kong,6589.0,2012-02-01
Portugal,5634.0,2012-02-01
Finland,11345.0,2012-02-01
South Africa,4855.0,2012-02-01
Haiti,5543.0,2012-02-01
Vietnam,1886.0,2012-02-01
United Kingdom,240874.0,2011-02-01
Japan,292491.0,2011-02-01
"China, PRC",63619.0,2011-02-01
South Korea,83156.0,2011-02-01
Brazil,86383.0,2011-02-01
Germany,92180.0,2011-02-01
France,97109.0,2011-02-01
India,35594.0,2011-02-01
Australia,53440.0,2011-02-01
Italy,39313.0,2011-02-01
Argentina,43447.0,2011-02-01
Colombia,21549.0,2011-02-01
Spain,33859.0,2011-02-01
Netherlands,33794.0,2011-02-01
Ireland,21210.0,2011-02-01
Sweden,29166.0,2011-02-01
Venezuela,25885.0,2011-02-01
Taiwan,17246.0,2011-02-01
Switzerland,22885.0,2011-02-01
Dominican Republic,11934.0,2011-02-01
Ecuador,14288.0,2011-02-01
Israel,15511.0,2011-02-01
Chile,16519.0,2011-02-01
Denmark,17667.0,2011-02-01
Costa Rica,8446.0,2011-02-01
Philippines,7918.0,2011-02-01
New Zealand,8438.0,2011-02-01
Peru,13625.0,2011-02-01
Belgium,13836.0,2011-02-01
Jamaica,7571.0,2011-02-01
Norway,15990.0,2011-02-01
Bahamas,11897.0,2011-02-01
Guatemala,9082.0,2011-02-01
Russia,12417.0,2011-02-01
Honduras,5899.0,2011-02-01
El Salvador,5766.0,2011-02-01
Poland,6733.0,2011-02-01
Austria,11322.0,2011-02-01
Nigeria,3820.0,2011-02-01
Saudi Arabia,5119.0,2011-02-01
Panama,11103.0,2011-02-01
Trinidad And Tobago,5114.0,2011-02-01
Singapore,8015.0,2011-02-01
Turkey,6945.0,2011-02-01
Hong Kong,7979.0,2011-02-01
Portugal,4684.0,2011-02-01
Finland,10881.0,2011-02-01
South Africa,4183.0,2011-02-01
Haiti,4529.0,2011-02-01
Vietnam,2140.0,2011-02-01
United Kingdom,338792.0,2019-03-01
Japan,341711.0,2019-03-01
"China, PRC",192431.0,2019-03-01
South Korea,144854.0,2019-03-01
Germany,158033.0,2019-03-01
Brazil,170070.0,2019-03-01
France,124235.0,2019-03-01
India,99137.0,2019-03-01
Australia,79752.0,2019-03-01
Italy,69066.0,2019-03-01
Spain,59125.0,2019-03-01
Colombia,64176.0,2019-03-01
Argentina,66184.0,2019-03-01
Netherlands,51178.0,2019-03-01
Taiwan,37126.0,2019-03-01
Ireland,40163.0,2019-03-01
Switzerland,30556.0,2019-03-01
Israel,27319.0,2019-03-01
Ecuador,47500.0,2019-03-01
Dominican Republic,27192.0,2019-03-01
Sweden,36231.0,2019-03-01
Chile,24343.0,2019-03-01
Venezuela,33383.0,2019-03-01
Denmark,23161.0,2019-03-01
Peru,22833.0,2019-03-01
Philippines,20403.0,2019-03-01
New Zealand,15720.0,2019-03-01
Costa Rica,16904.0,2019-03-01
Belgium,22475.0,2019-03-01
Jamaica,17484.0,2019-03-01
Bahamas,15605.0,2019-03-01
Norway,21555.0,2019-03-01
Russia,20095.0,2019-03-01
Guatemala,17143.0,2019-03-01
Poland,13522.0,2019-03-01
El Salvador,14232.0,2019-03-01
Austria,13619.0,2019-03-01
Honduras,12541.0,2019-03-01
Panama,15664.0,2019-03-01
Trinidad And Tobago,11017.0,2019-03-01
Singapore,13615.0,2019-03-01
Turkey,12009.0,2019-03-01
Saudi Arabia,8896.0,2019-03-01
Hong Kong,9901.0,2019-03-01
Portugal,10478.0,2019-03-01
Nigeria,9843.0,2019-03-01
Finland,13110.0,2019-03-01
Vietnam,7895.0,2019-03-01
Czech Republic,9902.0,2019-03-01
United Arab Emirates,10731.0,2019-03-01
United Kingdom,382460.0,2018-03-01
Japan,335308.0,2018-03-01
"China, PRC",199627.0,2018-03-01
South Korea,156455.0,2018-03-01
Brazil,157097.0,2018-03-01
Germany,186873.0,2018-03-01
France,116894.0,2018-03-01
India,95004.0,2018-03-01
Australia,87285.0,2018-03-01
Italy,78565.0,2018-03-01
Argentina,94625.0,2018-03-01
Colombia,76411.0,2018-03-01
Spain,76594.0,2018-03-01
Netherlands,44831.0,2018-03-01
Ireland,52789.0,2018-03-01
Sweden,53037.0,2018-03-01
Venezuela,38739.0,2018-03-01
Taiwan,37431.0,2018-03-01
Switzerland,33254.0,2018-03-01
Dominican Republic,33636.0,2018-03-01
Ecuador,45632.0,2018-03-01
Israel,41685.0,2018-03-01
Chile,23306.0,2018-03-01
Denmark,34147.0,2018-03-01
Costa Rica,21594.0,2018-03-01
Philippines,25040.0,2018-03-01
New Zealand,17661.0,2018-03-01
Peru,22571.0,2018-03-01
Belgium,24065.0,2018-03-01
Jamaica,20593.0,2018-03-01
Norway,30719.0,2018-03-01
Bahamas,17434.0,2018-03-01
Guatemala,19951.0,2018-03-01
Russia,21187.0,2018-03-01
Honduras,15746.0,2018-03-01
El Salvador,15919.0,2018-03-01
Poland,13726.0,2018-03-01
Austria,17077.0,2018-03-01
Nigeria,16563.0,2018-03-01
Saudi Arabia,9566.0,2018-03-01
Panama,11196.0,2018-03-01
Trinidad And Tobago,11393.0,2018-03-01
Singapore,11652.0,2018-03-01
Turkey,13602.0,2018-03-01
Hong Kong,12593.0,2018-03-01
Portugal,14521.0,2018-03-01
Finland,13748.0,2018-03-01
South Africa,9759.0,2018-03-01
Haiti,9967.0,2018-03-01
Vietnam,7067.0,2018-03-01
United Kingdom,328846.0,2017-03-01
Japan,347318.0,2017-03-01
"China, PRC",195901.0,2017-03-01
South Korea,158169.0,2017-03-01
Brazil,121281.0,2017-03-01
Germany,157853.0,2017-03-01
France,114140.0,2017-03-01
India,79250.0,2017-03-01
Australia,84708.0,2017-03-01
Italy,68990.0,2017-03-01
Argentina,80137.0,2017-03-01
Colombia,55471.0,2017-03-01
Spain,52089.0,2017-03-01
Netherlands,45700.0,2017-03-01
Ireland,35973.0,2017-03-01
Sweden,40706.0,2017-03-01
Venezuela,34326.0,2017-03-01
Taiwan,33000.0,2017-03-01
Switzerland,26893.0,2017-03-01
Dominican Republic,26915.0,2017-03-01
Ecuador,40782.0,2017-03-01
Israel,31688.0,2017-03-01
Chile,23566.0,2017-03-01
Denmark,24840.0,2017-03-01
Costa Rica,15183.0,2017-03-01
Philippines,21051.0,2017-03-01
New Zealand,16280.0,2017-03-01
Peru,20838.0,2017-03-01
Belgium,20832.0,2017-03-01
Jamaica,15770.0,2017-03-01
Norway,23163.0,2017-03-01
Bahamas,16453.0,2017-03-01
Guatemala,15319.0,2017-03-01
Russia,23593.0,2017-03-01
Honduras,12656.0,2017-03-01
El Salvador,10874.0,2017-03-01
Poland,12294.0,2017-03-01
Austria,13431.0,2017-03-01
Nigeria,11550.0,2017-03-01
Saudi Arabia,9065.0,2017-03-01
Panama,9194.0,2017-03-01
Trinidad And Tobago,8346.0,2017-03-01
Singapore,10948.0,2017-03-01
Turkey,14218.0,2017-03-01
Hong Kong,10859.0,2017-03-01
Portugal,9046.0,2017-03-01
Finland,13402.0,2017-03-01
South Africa,8487.0,2017-03-01
Haiti,9241.0,2017-03-01
Vietnam,7379.0,2017-03-01
United Kingdom,408643.0,2016-03-01
Japan,338739.0,2016-03-01
"China, PRC",178966.0,2016-03-01
South Korea,126499.0,2016-03-01
Brazil,114881.0,2016-03-01
Germany,183667.0,2016-03-01
France,101840.0,2016-03-01
India,75751.0,2016-03-01
Australia,89457.0,2016-03-01
Italy,71701.0,2016-03-01
Argentina,71601.0,2016-03-01
Colombia,68346.0,2016-03-01
Spain,72540.0,2016-03-01
Netherlands,41729.0,2016-03-01
Ireland,44529.0,2016-03-01
Sweden,55177.0,2016-03-01
Venezuela,45487.0,2016-03-01
Taiwan,30932.0,2016-03-01
Switzerland,38316.0,2016-03-01
Dominican Republic,27553.0,2016-03-01
Ecuador,40828.0,2016-03-01
Israel,25735.0,2016-03-01
Chile,21946.0,2016-03-01
Denmark,30940.0,2016-03-01
Costa Rica,20419.0,2016-03-01
Philippines,22712.0,2016-03-01
New Zealand,14160.0,2016-03-01
Peru,20325.0,2016-03-01
Belgium,27721.0,2016-03-01
Jamaica,21343.0,2016-03-01
Norway,31585.0,2016-03-01
Bahamas,17805.0,2016-03-01
Guatemala,18346.0,2016-03-01
Russia,19651.0,2016-03-01
Honduras,14043.0,2016-03-01
El Salvador,15272.0,2016-03-01
Poland,11153.0,2016-03-01
Austria,16740.0,2016-03-01
Nigeria,14656.0,2016-03-01
Saudi Arabia,14666.0,2016-03-01
Panama,11371.0,2016-03-01
Trinidad And Tobago,13082.0,2016-03-01
Singapore,10016.0,2016-03-01
Turkey,14870.0,2016-03-01
Hong Kong,11019.0,2016-03-01
Portugal,10774.0,2016-03-01
Finland,13810.0,2016-03-01
South Africa,8222.0,2016-03-01
Haiti,10677.0,2016-03-01
Vietnam,6207.0,2016-03-01
United Kingdom,378833.0,2015-03-01
Japan,350837.0,2015-03-01
"China, PRC",153262.0,2015-03-01
South Korea,113589.0,2015-03-01
Brazil,157140.0,2015-03-01
Germany,205212.0,2015-03-01
France,107655.0,2015-03-01
India,69103.0,2015-03-01
Australia,93814.0,2015-03-01
Italy,67473.0,2015-03-01
Argentina,63548.0,2015-03-01
Colombia,69173.0,2015-03-01
Spain,63413.0,2015-03-01
Netherlands,43733.0,2015-03-01
Ireland,37414.0,2015-03-01
Sweden,49380.0,2015-03-01
Venezuela,50585.0,2015-03-01
Taiwan,30308.0,2015-03-01
Switzerland,34685.0,2015-03-01
Dominican Republic,22195.0,2015-03-01
Ecuador,33104.0,2015-03-01
Israel,32327.0,2015-03-01
Chile,18392.0,2015-03-01
Denmark,33284.0,2015-03-01
Costa Rica,14965.0,2015-03-01
Philippines,19396.0,2015-03-01
New Zealand,15957.0,2015-03-01
Peru,18439.0,2015-03-01
Belgium,20802.0,2015-03-01
Jamaica,13983.0,2015-03-01
Norway,35044.0,2015-03-01
Bahamas,12983.0,2015-03-01
Guatemala,16511.0,2015-03-01
Russia,20200.0,2015-03-01
Honduras,11000.0,2015-03-01
El Salvador,11693.0,2015-03-01
Poland,11301.0,2015-03-01
Austria,19209.0,2015-03-01
Nigeria,12958.0,2015-03-01
Saudi Arabia,19292.0,2015-03-01
Panama,10182.0,2015-03-01
Trinidad And Tobago,11130.0,2015-03-01
Singapore,10390.0,2015-03-01
Turkey,13760.0,2015-03-01
Hong Kong,9107.0,2015-03-01
Portugal,10616.0,2015-03-01
Finland,12994.0,2015-03-01
South Africa,8125.0,2015-03-01
Haiti,9026.0,2015-03-01
Vietnam,6668.0,2015-03-01
United Kingdom,297435.0,2014-03-01
Japan,358113.0,2014-03-01
"China, PRC",128611.0,2014-03-01
South Korea,97189.0,2014-03-01
Brazil,165650.0,2014-03-01
Germany,154783.0,2014-03-01
France,121453.0,2014-03-01
India,60871.0,2014-03-01
Australia,78619.0,2014-03-01
Italy,63508.0,2014-03-01
Argentina,51722.0,2014-03-01
Colombia,52119.0,2014-03-01
Spain,46970.0,2014-03-01
Netherlands,42248.0,2014-03-01
Ireland,29256.0,2014-03-01
Sweden,42408.0,2014-03-01
Venezuela,42542.0,2014-03-01
Taiwan,26541.0,2014-03-01
Switzerland,31661.0,2014-03-01
Dominican Republic,14905.0,2014-03-01
Ecuador,31122.0,2014-03-01
Israel,23325.0,2014-03-01
Chile,16332.0,2014-03-01
Denmark,23115.0,2014-03-01
Costa Rica,10853.0,2014-03-01
Philippines,15996.0,2014-03-01
New Zealand,12616.0,2014-03-01
Peru,17425.0,2014-03-01
Belgium,21980.0,2014-03-01
Jamaica,11379.0,2014-03-01
Norway,23497.0,2014-03-01
Bahamas,11630.0,2014-03-01
Guatemala,13399.0,2014-03-01
Russia,34417.0,2014-03-01
Honduras,8839.0,2014-03-01
El Salvador,7435.0,2014-03-01
Poland,10706.0,2014-03-01
Austria,13369.0,2014-03-01
Nigeria,9755.0,2014-03-01
Saudi Arabia,16147.0,2014-03-01
Panama,11314.0,2014-03-01
Trinidad And Tobago,8221.0,2014-03-01
Singapore,10624.0,2014-03-01
Turkey,12295.0,2014-03-01
Hong Kong,7536.0,2014-03-01
Portugal,7701.0,2014-03-01
Finland,13301.0,2014-03-01
South Africa,7620.0,2014-03-01
Haiti,6939.0,2014-03-01
Vietnam,5067.0,2014-03-01
United Kingdom,366338.0,2013-03-01
Japan,380883.0,2013-03-01
"China, PRC",103531.0,2013-03-01
South Korea,92551.0,2013-03-01
Brazil,152907.0,2013-03-01
Germany,190764.0,2013-03-01
France,112856.0,2013-03-01
India,58214.0,2013-03-01
Australia,90514.0,2013-03-01
Italy,61588.0,2013-03-01
Argentina,72302.0,2013-03-01
Colombia,63640.0,2013-03-01
Spain,58197.0,2013-03-01
Netherlands,39841.0,2013-03-01
Ireland,36480.0,2013-03-01
Sweden,46595.0,2013-03-01
Venezuela,62065.0,2013-03-01
Taiwan,24245.0,2013-03-01
Switzerland,37796.0,2013-03-01
Dominican Republic,22856.0,2013-03-01
Ecuador,24778.0,2013-03-01
Israel,30066.0,2013-03-01
Chile,14784.0,2013-03-01
Denmark,25618.0,2013-03-01
Costa Rica,15033.0,2013-03-01
Philippines,19461.0,2013-03-01
New Zealand,11718.0,2013-03-01
Peru,16899.0,2013-03-01
Belgium,25232.0,2013-03-01
Jamaica,12924.0,2013-03-01
Norway,31438.0,2013-03-01
Bahamas,16444.0,2013-03-01
Guatemala,15906.0,2013-03-01
Russia,26877.0,2013-03-01
Honduras,10518.0,2013-03-01
El Salvador,8960.0,2013-03-01
Poland,7720.0,2013-03-01
Austria,17223.0,2013-03-01
Nigeria,8718.0,2013-03-01
Saudi Arabia,13067.0,2013-03-01
Panama,10363.0,2013-03-01
Trinidad And Tobago,11069.0,2013-03-01
Singapore,11780.0,2013-03-01
Turkey,11622.0,2013-03-01
Hong Kong,10441.0,2013-03-01
Portugal,9129.0,2013-03-01
Finland,12320.0,2013-03-01
South Africa,7594.0,2013-03-01
Haiti,7388.0,2013-03-01
Vietnam,3797.0,2013-03-01
United Kingdom,341964.0,2012-03-01
Japan,348599.0,2012-03-01
"China, PRC",84185.0,2012-03-01
South Korea,84561.0,2012-03-01
Brazil,118631.0,2012-03-01
Germany,175029.0,2012-03-01
France,98479.0,2012-03-01
India,49395.0,2012-03-01
Australia,78348.0,2012-03-01
Italy,58907.0,2012-03-01
Argentina,49778.0,2012-03-01
Colombia,44206.0,2012-03-01
Spain,51965.0,2012-03-01
Netherlands,39318.0,2012-03-01
Ireland,30257.0,2012-03-01
Sweden,38880.0,2012-03-01
Venezuela,46365.0,2012-03-01
Taiwan,18896.0,2012-03-01
Switzerland,30251.0,2012-03-01
Dominican Republic,19660.0,2012-03-01
Ecuador,20050.0,2012-03-01
Israel,24216.0,2012-03-01
Chile,11528.0,2012-03-01
Denmark,26588.0,2012-03-01
Costa Rica,12292.0,2012-03-01
Philippines,16432.0,2012-03-01
New Zealand,9751.0,2012-03-01
Peru,13632.0,2012-03-01
Belgium,21307.0,2012-03-01
Jamaica,10011.0,2012-03-01
Norway,28369.0,2012-03-01
Bahamas,13579.0,2012-03-01
Guatemala,14185.0,2012-03-01
Russia,20876.0,2012-03-01
Honduras,9363.0,2012-03-01
El Salvador,7217.0,2012-03-01
Poland,7355.0,2012-03-01
Austria,15940.0,2012-03-01
Nigeria,5766.0,2012-03-01
Saudi Arabia,10401.0,2012-03-01
Panama,8001.0,2012-03-01
Trinidad And Tobago,8891.0,2012-03-01
Singapore,10957.0,2012-03-01
Turkey,9875.0,2012-03-01
Hong Kong,9446.0,2012-03-01
Portugal,8682.0,2012-03-01
Finland,11560.0,2012-03-01
South Africa,7331.0,2012-03-01
Haiti,5918.0,2012-03-01
Vietnam,3125.0,2012-03-01
United Kingdom,271845.0,2011-03-01
Japan,289809.0,2011-03-01
"China, PRC",56951.0,2011-03-01
South Korea,74906.0,2011-03-01
Brazil,113427.0,2011-03-01
Germany,135425.0,2011-03-01
France,95702.0,2011-03-01
India,44787.0,2011-03-01
Australia,65432.0,2011-03-01
Italy,61135.0,2011-03-01
Argentina,36789.0,2011-03-01
Colombia,29303.0,2011-03-01
Spain,47215.0,2011-03-01
Netherlands,41626.0,2011-03-01
Ireland,28655.0,2011-03-01
Sweden,34266.0,2011-03-01
Venezuela,33076.0,2011-03-01
Taiwan,18323.0,2011-03-01
Switzerland,27543.0,2011-03-01
Dominican Republic,13606.0,2011-03-01
Ecuador,19138.0,2011-03-01
Israel,17462.0,2011-03-01
Chile,10852.0,2011-03-01
Denmark,18499.0,2011-03-01
Costa Rica,8897.0,2011-03-01
Philippines,13634.0,2011-03-01
New Zealand,10291.0,2011-03-01
Peru,12212.0,2011-03-01
Belgium,20781.0,2011-03-01
Jamaica,9882.0,2011-03-01
Norway,18717.0,2011-03-01
Bahamas,11990.0,2011-03-01
Guatemala,11314.0,2011-03-01
Russia,18024.0,2011-03-01
Honduras,7903.0,2011-03-01
El Salvador,6641.0,2011-03-01
Poland,7418.0,2011-03-01
Austria,11848.0,2011-03-01
Nigeria,4866.0,2011-03-01
Saudi Arabia,7224.0,2011-03-01
Panama,9890.0,2011-03-01
Trinidad And Tobago,8638.0,2011-03-01
Singapore,10074.0,2011-03-01
Turkey,8769.0,2011-03-01
Hong Kong,8056.0,2011-03-01
Portugal,6944.0,2011-03-01
Finland,10492.0,2011-03-01
South Africa,5926.0,2011-03-01
Haiti,6092.0,2011-03-01
Vietnam,3040.0,2011-03-01
United Kingdom,480061.0,2019-04-01
Japan,294156.0,2019-04-01
"China, PRC",184556.0,2019-04-01
South Korea,159186.0,2019-04-01
Germany,201306.0,2019-04-01
Brazil,165969.0,2019-04-01
France,206059.0,2019-04-01
India,124077.0,2019-04-01
Australia,109646.0,2019-04-01
Italy,112498.0,2019-04-01
Spain,90856.0,2019-04-01
Colombia,92858.0,2019-04-01
Argentina,76015.0,2019-04-01
Netherlands,79716.0,2019-04-01
Taiwan,31918.0,2019-04-01
Ireland,51315.0,2019-04-01
Switzerland,53634.0,2019-04-01
Israel,42751.0,2019-04-01
Ecuador,44116.0,2019-04-01
Dominican Republic,40794.0,2019-04-01
Sweden,46910.0,2019-04-01
Chile,28682.0,2019-04-01
Venezuela,36271.0,2019-04-01
Denmark,34292.0,2019-04-01
Peru,24223.0,2019-04-01
Philippines,33059.0,2019-04-01
New Zealand,26158.0,2019-04-01
Costa Rica,31120.0,2019-04-01
Belgium,34702.0,2019-04-01
Jamaica,23279.0,2019-04-01
Bahamas,21930.0,2019-04-01
Norway,29473.0,2019-04-01
Russia,23528.0,2019-04-01
Guatemala,24595.0,2019-04-01
Poland,21448.0,2019-04-01
El Salvador,20346.0,2019-04-01
Austria,21348.0,2019-04-01
Honduras,18332.0,2019-04-01
Panama,14687.0,2019-04-01
Trinidad And Tobago,14931.0,2019-04-01
Singapore,13464.0,2019-04-01
Turkey,13631.0,2019-04-01
Saudi Arabia,8778.0,2019-04-01
Hong Kong,12322.0,2019-04-01
Portugal,18792.0,2019-04-01
Nigeria,12913.0,2019-04-01
Finland,12692.0,2019-04-01
Vietnam,8607.0,2019-04-01
Czech Republic,11275.0,2019-04-01
United Arab Emirates,9511.0,2019-04-01
United Kingdom,383237.0,2018-04-01
Japan,248830.0,2018-04-01
"China, PRC",198328.0,2018-04-01
South Korea,170804.0,2018-04-01
Brazil,186158.0,2018-04-01
Germany,164313.0,2018-04-01
France,202426.0,2018-04-01
India,123416.0,2018-04-01
Australia,117167.0,2018-04-01
Italy,94163.0,2018-04-01
Argentina,92241.0,2018-04-01
Colombia,63825.0,2018-04-01
Spain,64712.0,2018-04-01
Netherlands,84095.0,2018-04-01
Ireland,43376.0,2018-04-01
Sweden,43421.0,2018-04-01
Venezuela,36471.0,2018-04-01
Taiwan,33860.0,2018-04-01
Switzerland,46156.0,2018-04-01
Dominican Republic,27875.0,2018-04-01
Ecuador,46283.0,2018-04-01
Israel,31580.0,2018-04-01
Chile,31939.0,2018-04-01
Denmark,24349.0,2018-04-01
Costa Rica,22060.0,2018-04-01
Philippines,29960.0,2018-04-01
New Zealand,28124.0,2018-04-01
Peru,20770.0,2018-04-01
Belgium,29791.0,2018-04-01
Jamaica,19278.0,2018-04-01
Norway,21338.0,2018-04-01
Bahamas,17749.0,2018-04-01
Guatemala,19333.0,2018-04-01
Russia,24438.0,2018-04-01
Honduras,16603.0,2018-04-01
El Salvador,16385.0,2018-04-01
Poland,22442.0,2018-04-01
Austria,16953.0,2018-04-01
Nigeria,18087.0,2018-04-01
Saudi Arabia,9216.0,2018-04-01
Panama,10346.0,2018-04-01
Trinidad And Tobago,11299.0,2018-04-01
Singapore,12645.0,2018-04-01
Turkey,14940.0,2018-04-01
Hong Kong,10220.0,2018-04-01
Portugal,12679.0,2018-04-01
Finland,11083.0,2018-04-01
South Africa,11178.0,2018-04-01
Haiti,9725.0,2018-04-01
Vietnam,8030.0,2018-04-01
United Kingdom,424831.0,2017-04-01
Japan,250608.0,2017-04-01
"China, PRC",208877.0,2017-04-01
South Korea,181498.0,2017-04-01
Brazil,142265.0,2017-04-01
Germany,198095.0,2017-04-01
France,185076.0,2017-04-01
India,109908.0,2017-04-01
Australia,112155.0,2017-04-01
Italy,84741.0,2017-04-01
Argentina,88559.0,2017-04-01
Colombia,75048.0,2017-04-01
Spain,76745.0,2017-04-01
Netherlands,78868.0,2017-04-01
Ireland,41355.0,2017-04-01
Sweden,55393.0,2017-04-01
Venezuela,40291.0,2017-04-01
Taiwan,32080.0,2017-04-01
Switzerland,52711.0,2017-04-01
Dominican Republic,33104.0,2017-04-01
Ecuador,44805.0,2017-04-01
Israel,37121.0,2017-04-01
Chile,25233.0,2017-04-01
Denmark,32642.0,2017-04-01
Costa Rica,24921.0,2017-04-01
Philippines,33599.0,2017-04-01
New Zealand,27037.0,2017-04-01
Peru,21052.0,2017-04-01
Belgium,29709.0,2017-04-01
Jamaica,20714.0,2017-04-01
Norway,30109.0,2017-04-01
Bahamas,20920.0,2017-04-01
Guatemala,20240.0,2017-04-01
Russia,26204.0,2017-04-01
Honduras,17650.0,2017-04-01
El Salvador,15800.0,2017-04-01
Poland,18479.0,2017-04-01
Austria,20255.0,2017-04-01
Nigeria,16419.0,2017-04-01
Saudi Arabia,8514.0,2017-04-01
Panama,11004.0,2017-04-01
Trinidad And Tobago,13829.0,2017-04-01
Singapore,11200.0,2017-04-01
Turkey,14098.0,2017-04-01
Hong Kong,13085.0,2017-04-01
Portugal,13928.0,2017-04-01
Finland,11950.0,2017-04-01
South Africa,9989.0,2017-04-01
Haiti,11054.0,2017-04-01
Vietnam,7843.0,2017-04-01
United Kingdom,368421.0,2016-04-01
Japan,249167.0,2016-04-01
"China, PRC",185609.0,2016-04-01
South Korea,136312.0,2016-04-01
Brazil,134907.0,2016-04-01
Germany,156613.0,2016-04-01
France,185339.0,2016-04-01
India,107193.0,2016-04-01
Australia,112407.0,2016-04-01
Italy,65782.0,2016-04-01
Argentina,75128.0,2016-04-01
Colombia,54330.0,2016-04-01
Spain,49138.0,2016-04-01
Netherlands,74619.0,2016-04-01
Ireland,29894.0,2016-04-01
Sweden,45063.0,2016-04-01
Venezuela,40979.0,2016-04-01
Taiwan,29921.0,2016-04-01
Switzerland,47969.0,2016-04-01
Dominican Republic,24736.0,2016-04-01
Ecuador,42495.0,2016-04-01
Israel,43435.0,2016-04-01
Chile,24153.0,2016-04-01
Denmark,24600.0,2016-04-01
Costa Rica,17956.0,2016-04-01
Philippines,26397.0,2016-04-01
New Zealand,23757.0,2016-04-01
Peru,20911.0,2016-04-01
Belgium,20796.0,2016-04-01
Jamaica,19227.0,2016-04-01
Norway,20245.0,2016-04-01
Bahamas,14875.0,2016-04-01
Guatemala,17215.0,2016-04-01
Russia,22297.0,2016-04-01
Honduras,13883.0,2016-04-01
El Salvador,13992.0,2016-04-01
Poland,16153.0,2016-04-01
Austria,15465.0,2016-04-01
Nigeria,13887.0,2016-04-01
Saudi Arabia,10883.0,2016-04-01
Panama,11426.0,2016-04-01
Trinidad And Tobago,10567.0,2016-04-01
Singapore,11444.0,2016-04-01
Turkey,16764.0,2016-04-01
Hong Kong,8505.0,2016-04-01
Portugal,8988.0,2016-04-01
Finland,11545.0,2016-04-01
South Africa,9006.0,2016-04-01
Haiti,10740.0,2016-04-01
Vietnam,7383.0,2016-04-01
United Kingdom,413856.0,2015-04-01
Japan,261038.0,2015-04-01
"China, PRC",161774.0,2015-04-01
South Korea,132226.0,2015-04-01
Brazil,180463.0,2015-04-01
Germany,184859.0,2015-04-01
France,203121.0,2015-04-01
India,98792.0,2015-04-01
Australia,114618.0,2015-04-01
Italy,79536.0,2015-04-01
Argentina,56959.0,2015-04-01
Colombia,56580.0,2015-04-01
Spain,57016.0,2015-04-01
Netherlands,71763.0,2015-04-01
Ireland,34687.0,2015-04-01
Sweden,59957.0,2015-04-01
Venezuela,51345.0,2015-04-01
Taiwan,29359.0,2015-04-01
Switzerland,59682.0,2015-04-01
Dominican Republic,21061.0,2015-04-01
Ecuador,37709.0,2015-04-01
Israel,29646.0,2015-04-01
Chile,21329.0,2015-04-01
Denmark,27505.0,2015-04-01
Costa Rica,13272.0,2015-04-01
Philippines,26784.0,2015-04-01
New Zealand,25066.0,2015-04-01
Peru,20296.0,2015-04-01
Belgium,37349.0,2015-04-01
Jamaica,18660.0,2015-04-01
Norway,25081.0,2015-04-01
Bahamas,15964.0,2015-04-01
Guatemala,14948.0,2015-04-01
Russia,22150.0,2015-04-01
Honduras,10839.0,2015-04-01
El Salvador,11102.0,2015-04-01
Poland,13826.0,2015-04-01
Austria,17342.0,2015-04-01
Nigeria,13520.0,2015-04-01
Saudi Arabia,12793.0,2015-04-01
Panama,12175.0,2015-04-01
Trinidad And Tobago,11447.0,2015-04-01
Singapore,12171.0,2015-04-01
Turkey,16207.0,2015-04-01
Hong Kong,8927.0,2015-04-01
Portugal,9455.0,2015-04-01
Finland,12555.0,2015-04-01
South Africa,9983.0,2015-04-01
Haiti,9739.0,2015-04-01
Vietnam,7917.0,2015-04-01
United Kingdom,400424.0,2014-04-01
Japan,245814.0,2014-04-01
"China, PRC",139847.0,2014-04-01
South Korea,108043.0,2014-04-01
Brazil,195676.0,2014-04-01
Germany,200261.0,2014-04-01
France,183571.0,2014-04-01
India,82322.0,2014-04-01
Australia,109876.0,2014-04-01
Italy,87412.0,2014-04-01
Argentina,63477.0,2014-04-01
Colombia,78103.0,2014-04-01
Spain,65842.0,2014-04-01
Netherlands,65685.0,2014-04-01
Ireland,35615.0,2014-04-01
Sweden,60429.0,2014-04-01
Venezuela,57811.0,2014-04-01
Taiwan,25913.0,2014-04-01
Switzerland,57879.0,2014-04-01
